hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,is_rv,planet_id
TOI-669,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.945152,1.80E-05,-1.80E-05,0,0.048,0.001,-0.001,0,2.58606487,0.13042739,-0.11014467,0,0.23071365,0.01163597,-0.00982647,0,10,1.4,-1.4,0,0.03146352,0.00440489,-0.00440489,0,Mass,0,,,0,,,,,1124.85,18.76,-18.66,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5597,72,-72,0,0.9882,0.0176,-0.0175,0,0.9245,0.0327,-0.0303,0,0.001,0.059,-0.06,0,[Fe/H],4.412,0.024,-0.024,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h35m36.17s,158.9007013,-05d10m52.94s,-5.1813735,142.867,0.855,-0.846,10.606,0.009,-0.009,9.134,0.019,-0.019,10.6364,0.000378,-0.000378,23-07-2024,2024-06,23-07-2024,0,TOI-669_3.945152
TOI-4582,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...44G/abstract target=ref>Grunblatt et al. 2023</a>,31.034,0.001,-0.001,0,0.1079,,,,10.53644186,1.00880826,-1.34507768,0,0.94,0.09,-0.12,0,168.4490557,15.89142035,-15.89142035,0,0.53,0.05,-0.05,0,Mass,0.51,0.05,-0.05,0,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...44G/abstract target=ref>Grunblatt et al. 2023</a>,,5190,100,-100,0,2.5,0.1,-0.1,0,1.34,0.06,-0.06,0,0.17,0.06,-0.06,0,[Fe/H],3.77,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m26.43s,256.8601374,+68d51m56.25s,68.8656263,383.846,3.628,-3.562,11.27,0.014,-0.014,9.329001,0.02,-0.02,11.0809,0.000364,-0.000364,23-01-2023,2023-02,23-01-2023,0,TOI-4582_31.034
Kepler-30,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,143.34394,0.00858,-0.00858,0,0.5,,,0,8.8,0.5,-0.5,0,0.785,0.045,-0.045,0,23.1,2.7,-2.7,0,0.073,0.008,-0.008,0,Mass,0.022,0.005,-0.005,0,,,,,,,,,1,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,,5498,54,-54,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,0.18,0.27,-0.27,0,[Fe/H],4.77,0.23,-0.23,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.221,27.0815,-27.0815,15.726,0.195,-0.195,13.581,0.048,-0.048,15.3761,0.000709,-0.000709,28-11-2023,2012-07,28-11-2023,0,Kepler-30_143.34394
CoRoT-6,1,1,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,8.886593,4.00E-06,-4.00E-06,0,0.0855,0.0015,-0.0015,0,13.068,0.392,-0.392,0,1.166,0.035,-0.035,0,940.74,108.06,-108.06,0,2.96,0.34,-0.34,0,Mass,0.1,,,1,,,,,1017,19,-19,0,0,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,F9 V,6090,70,-70,0,1.025,0.026,-0.026,0,1.05,0.05,-0.05,0,-0.2,0.1,-0.1,0,[Fe/H],4.43,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294,12.453,-11.997,13.961,0.069,-0.069,12.119,0.024,-0.024,13.7459,0.000496,-0.000496,14-05-2014,2010-03,14-05-2014,0,CoRoT-6_8.886593
Kepler-1649,1,1,2,Transit,2017,Kepler,Published Confirmed,0,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,8.689099,2.50E-05,-2.50E-05,0,0.1011,,,,1.017,0.051,-0.051,0,0.09073066,0.00454992,-0.00454992,0,,,,,0.432,,,,,,,,,2.208,0.094,-0.094,0,307,26,-26,0,0,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,,3240,61,-61,0,0.2317,0.0049,-0.0049,0,0.1977,0.0051,-0.0051,0,-0.15,0.11,-0.11,0,[M/H],5.004,0.021,-0.021,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m00.71s,292.5029676,+41d49m47.98s,41.8299933,92.1913,0.5489,-0.5425,17.95,0.2,-0.2,12.589,0.026,-0.026,16.2682,0.001018,-0.001018,16-04-2020,2020-04,23-04-2020,0,Kepler-1649_8.689099
Kepler-1630,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,509.997402,0.003256,-0.003256,0,0.1011,,,,2.19,0.2,-0.1,0,0.19537871,0.0178428,-0.0089214,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4736,97.3,-64.28,0,0.63,0.051,-0.024,0,0.66,0.051,-0.027,0,-0.46,0.225,-0.105,0,[Fe/H],4.66,0.025,-0.038,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m01.99s,297.5083004,+43d42m39.80s,43.7110543,331.213,2.18,-2.151,14.278,0.103,-0.103,11.803,0.019,-0.019,14.2049,0.000289,-0.000289,06-05-2016,2016-05,10-05-2016,0,Kepler-1630_509.997402
HD 28185,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,10000,293.05032,-672.59695,0,13.176,0.518,-0.689,0,,,,,,,,,6241.832085,720.1991703,-679.1993058,0,19.639,2.266,-2.137,0,Mass,0.12,0.021,-0.022,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,0.921,,,,0.99,0.126,-0.126,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h26m26.41s,66.6100461,-10d33m03.87s,-10.5510754,39.3809,0.0637,-0.0636,7.8,0.03,-0.03,6.185,0.029,-0.029,7.62682,0.00023,-0.00023,12-06-2023,2022-09,12-06-2023,1,HD 28185_10000.0
Kepler-1217,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.032325072,6.46E-06,-6.46E-06,0,0.1011,,,,1.99,0.48,-0.19,0,0.17753591,0.04282273,-0.01695066,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5905,82.88,-103.67,0,1.08,0.256,-0.101,0,1.06,0.069,-0.059,0,0.07,0.144,-0.162,0,[Fe/H],4.4,0.075,-0.165,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m44.80s,289.1866841,+50d56m15.22s,50.9375614,1347.71,60.63,-55.71,15.343,0.172,-0.172,13.807,0.051,-0.051,15.2415,0.000476,-0.000476,06-05-2016,2016-05,10-05-2016,0,Kepler-1217_2.032325072
Kepler-1945,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.080039978,,,0,0.1079,,,,1.289,,,0,0.11499708,,,0,,,,,0.3,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4991,149,-134,0,0.804,0.069,-0.089,0,0.767,0.087,-0.06,0,0.04,0.25,-0.3,0,[Fe/H],4.513,0.082,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h47m35.54s,281.8980828,+42d17m08.95s,42.2858185,,,,13.586,0.057,-0.057,11.366,0.011,-0.011,,,,05-12-2021,2022-02,05-12-2021,0,Kepler-1945_6.080039978
HD 11506,1,1,3,Radial Velocity,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=RUGGIERI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A.235R/abstract target=ref>Ruggieri et al. 2024</a>,223.92,0.37,-0.37,0,0.771,0.004,-0.004,0,,,,,,,,,127.1313628,6.35656814,-6.35656814,0,0.4,0.02,-0.02,0,Msini,0.228,0.054,-0.054,0,,,,,,,,,0,<a refstr=RUGGIERI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A.235R/abstract target=ref>Ruggieri et al. 2024</a>,G0 V,6123,47,-47,0,1.1813,,,,1.22,0.02,-0.02,0,0.3,0.06,-0.06,0,[Fe/H],4.39,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h52m50.56s,28.2106607,-19d30m26.63s,-19.507396,51.261,0.1351,-0.1343,7.51,0.03,-0.03,6.168,0.017,-0.017,7.37382,0.000301,-0.000301,14-10-2024,2024-09,14-10-2024,1,HD 11506_223.92
HD 88133,1,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,3.414884,3.00E-05,-3.00E-05,0,0.0479,0.0033,-0.0033,0,,,,,,,,,90.422635,2.002329,-2.002329,0,0.2845,0.0063,-0.0063,0,Msini,0.031,0.021,-0.021,0,,,,,,,,,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5392,,,0,2.2,,,0,1.26,,,0,,,,,,3.88,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h10m07.66s,152.5319349,+18d11m08.62s,18.1857284,73.6123,0.3053,-0.3029,8.01852,0.023,-0.023,6.199,0.017,-0.017,7.80979,0.000489,-0.000489,03-12-2018,2019-04,06-12-2018,1,HD 88133_3.414884
HD 200964,1,1,2,Radial Velocity,2010,Lick Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,606.3,3.8,-3.8,0,1.565,0.083,-0.083,0,,,,,,,,,508.21017,21.29461,-21.29461,0,1.599,0.067,-0.067,0,Msini,0.087,0.035,-0.035,0,,,,,,,,,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4982,,,0,4.92,,,0,1.39,,,0,,,,,,3.22,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h06m39.94s,316.6664183,+03d48m12.01s,3.8033357,72.5922,0.24155,-0.24155,6.48605,0.023,-0.023,4.286,0.015,-0.015,6.23723,0.000654,-0.000654,03-12-2018,2019-04,06-12-2018,1,HD 200964_606.3
HD 21411,1,1,1,Radial Velocity,2019,Las Campanas Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,84.288,0.127,-0.127,0,0.362,0.007,-0.007,0,,,,,,,,,65.9,25.6,-25.6,0,0.20734355,0.0805462,-0.0805462,0,Msini,0.4,0.15,-0.15,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,G8 V,5605,247,-132,0,0.94,,,,0.89,0.05,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h26m11.38s,51.5474155,-30d37m00.63s,-30.6168403,29.1328,0.0312,-0.0312,7.88,0.03,-0.03,6.131,0.016,-0.016,7.68183,0.000181,-0.000181,20-05-2019,2019-06,23-05-2019,1,HD 21411_84.288
KOI-984,1,1,2,Transit,2022,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,4.2881785,3.50E-06,-3.50E-06,0,0.0504,0.0006,-0.0006,0,4.3,0.05,-0.05,0,0.38362097,0.00446071,-0.00446071,0,,,,,0.3,,,,,0.12,0.02,-0.02,0,,,,,1022,31,-30,0,1,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,,5295,150,-150,0,0.818,0.026,-0.025,0,0.928,0.031,-0.031,0,0.12,0.1,-0.1,0,[Fe/H],4.54,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m11.75s,291.0489438,+36d50m24.28s,36.8400772,252.667,,,12.795,0.021,-0.021,10.016,0.021,-0.021,,,,12-07-2022,2022-05,12-07-2022,0,KOI-984_4.2881785
WASP-34,1,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.31768,5.00E-06,-5.00E-06,0,1.06,,,,11.209,0.89672,-0.89672,0,1,0.08,-0.08,0,177.9848,54.0311,-54.0311,0,0.56,0.17,-0.17,0,Mass,0.04,0.01,-0.01,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5700,100,-100,0,0.91,0.08,-0.08,0,0.96,0.45,-0.45,0,-0.02,,,0,[Fe/H],4.5,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h01m35.85s,165.3993679,-23d51m39.40s,-23.8609457,132.096,0.857,-0.846,10.285,0.009,-0.009,8.792,0.021,-0.021,10.2046,0.000237,-0.000237,25-04-2018,2017-03,26-04-2018,0,WASP-34_4.31768
Kepler-507,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.568096926,7.07E-06,-7.07E-06,0,0.1011,,,,1.3,0.24,-0.17,0,0.11597823,0.02141137,-0.01516638,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6113,66.08,-67.92,0,1.32,0.237,-0.169,0,1.16,0.07,-0.048,0,0.06,0.081,-0.076,0,[Fe/H],4.26,0.112,-0.119,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m04.51s,297.0188074,+50d24m32.57s,50.409046,391.644,3.246,-3.195,12.197,0.03,-0.03,10.665,0.017,-0.017,11.9224,0.000164,-0.000164,06-05-2016,2016-05,10-05-2016,0,Kepler-507_3.568096926
Kepler-132,1,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,110.2869374,0.000878,-0.000878,0,0.1011,,,,1.18,0.16,-0.12,0,0.10527255,0.01427424,-0.01070568,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6023,82.47,-66.42,0,1.1,0.149,-0.103,0,1.03,0.057,-0.055,0,-0.13,0.116,-0.117,0,[Fe/H],4.37,0.082,-0.108,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m56.59s,283.23581,+41d20m34.93s,41.343037,349.549,,,11.922,0.026,-0.026,10.424,0.019,-0.019,,,,06-05-2016,2016-05,10-05-2016,0,Kepler-132_110.2869374
HIP 54373,1,1,2,Radial Velocity,2019,Las Campanas Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,15.144,0.008,-0.008,0,0.099,0.002,-0.002,0,,,,,,,,,12.44,2.11,-2.11,0,0.03914042,0.00663877,-0.00663877,0,Msini,0.2,0.12,-0.12,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K5 V,4021,226,-146,0,0.94,,,,0.57,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h07m27.44s,166.8643532,-19d17m30.07s,-19.2916857,18.7168,0.0164,-0.0164,10.38,0.1,-0.1,6.62,0.02,-0.02,9.64076,0.000402,-0.000402,20-05-2019,2019-06,23-05-2019,1,HIP 54373_15.144
Kepler-1548,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,124.828679,0.001524,-0.001524,0,0.1011,,,,2.64,0.54,-0.21,0,0.23552502,0.04817557,-0.01873495,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5706,63.43,-77.25,0,0.97,0.192,-0.07,0,0.99,0.045,-0.047,0,0.05,0.138,-0.157,0,[Fe/H],4.46,0.058,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m53.08s,287.4711817,+46d04m50.05s,46.0805706,872.279,18.795,-18.031,15.324,0.355,-0.355,13.7,0.037,-0.037,15.2455,0.000364,-0.000364,06-05-2016,2016-05,10-05-2016,0,Kepler-1548_124.828679
Kepler-146,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,31.158799,7.90E-05,-7.90E-05,0,0.2,,,0,3.71,0.7,-0.7,0,0.331,0.062,-0.062,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5948,100,-100,0,1.208,0.226,-0.226,0,0.95,,,,,,,,,4.312,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m26.58s,294.1107631,+38d42m36.80s,38.7102222,716.797,9.344,-9.344,13.921,0.092,-0.092,12.475,0.023,-0.023,13.8031,0.000238,-0.000238,14-05-2014,2014-03,14-05-2014,0,Kepler-146_31.158799
Kepler-1911,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.990799904,,,0,0.1079,,,,1.011,,,0,0.09019553,,,0,,,,,0.3,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5721,102,-113,0,0.972,0.135,-0.079,0,0.954,0.063,-0.063,0,0,0.15,-0.15,0,[Fe/H],4.442,0.072,-0.117,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h57m12.85s,299.303559,+41d26m27.68s,41.4410233,269.912,2.028,-1.998,12.245,0.057,-0.057,10.635,0.018,-0.018,12.1119,0.000204,-0.000204,05-12-2021,2022-02,05-12-2021,0,Kepler-1911_5.990799904
Kepler-941,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,17.42395198,8.30E-05,-8.30E-05,0,0.1011,,,,3.08,0.35,-0.61,0,0.2747792,0.03122491,-0.05442055,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5539,154.02,-104.04,0,0.86,0.095,-0.076,0,0.89,0.059,-0.069,0,-0.15,0.177,-0.221,0,[Fe/H],4.53,0.053,-0.091,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m18.30s,294.3262617,+47d13m03.17s,47.2175461,1088.36,38.345,-38.345,15.803,0.069,-0.069,13.864,0.048,-0.048,15.5723,0.000507,-0.000507,06-05-2016,2016-05,10-05-2016,0,Kepler-941_17.42395198
Kepler-1418,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,22.4764425,0.0001747,-0.0001747,0,0.1011,,,,1.66,0.08,-0.14,0,0.14809528,0.00713712,-0.01248996,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4770,59.97,-63.35,0,0.72,0.023,-0.034,0,0.77,0.032,-0.04,0,0,0.15,-0.167,0,[Fe/H],4.61,0.019,-0.031,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m59.41s,282.9975322,+41d40m42.92s,41.67859,,,,15.461,0.206,-0.206,12.755,0.035,-0.035,15.2813,0.009952,-0.009952,06-05-2016,2016-05,10-05-2016,0,Kepler-1418_22.4764425
OGLE-2015-BLG-0051L,1,1,1,Microlensing,2016,OGLE,Published Confirmed,0,<a refstr=HAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...95H/abstract target=ref>Han et al. 2016</a>,,,,,0.73,0.08,-0.08,0,,,,,,,,,230,210,-20,0,0.72,0.65,-0.07,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...95H/abstract target=ref>Han et al. 2016</a>,,,,,,0.94,,,,0.1,0.09,-0.01,0,,,,,,,,,,<a refstr=HAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...95H/abstract target=ref>Han et al. 2016</a>,17h58m39.01s,269.662537,-28d01m54.1s,-28.0316944,8200,900,-900,,,,,,,,,,05-12-2019,2016-10,06-10-2016,0,OGLE-2015-BLG-0051L_nan
